"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.00709 129287 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00719 129274 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00729 129261 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00739 129248 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00749 129235 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00759 129222 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00769 129209 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00779 129196 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00789 129183 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00799 129170 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00809 129157 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00819 129144 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00829 129131 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00839 129118 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00849 129105 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00859 129092 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00869 129079 0.0 1.0000 1.0000 0.9997 1.0000 1.0000 1.0000 0.9997
0.00879 129066 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00889 129053 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00899 129040 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
0.00909 129027 0.0 1.0000 1.0000 0.9996 1.0000 1.0000 1.0000 0.9996
